epoch: 0, mdn loss: 1.3863287389278411, prediction loss: 0.8735826134681701
epoch: 39, mdn loss: 0.9635419219732284, prediction loss: 0.44616715162992476
epoch: 40, mdn loss: 0.9635590076446533, prediction loss: 0.44611756503582
epoch: 41, mdn loss: 0.9635147988796234, prediction loss: 0.4461134135723114
epoch: 42, mdn loss: 0.9634993731975555, prediction loss: 0.4460615634918213
epoch: 43, mdn loss: 0.9634320706129074, prediction loss: 0.4460537418723106
epoch: 44, mdn loss: 0.9634542256593704, prediction loss: 0.44605959206819534
epoch: 45, mdn loss: 0.9634350299835205, prediction loss: 0.44604640901088716
epoch: 46, mdn loss: 0.9634358435869217, prediction loss: 0.4460299015045166
epoch: 47, mdn loss: 0.9634123355150223, prediction loss: 0.44603534787893295
epoch: 48, mdn loss: 0.9633869498968124, prediction loss: 0.4460022360086441
epoch: 49, mdn loss: 0.9633309125900269, prediction loss: 0.44597182869911195
epoch: 50, mdn loss: 0.963468250632286, prediction loss: 0.4460316300392151
epoch: 51, mdn loss: 0.9633271723985672, prediction loss: 0.4459845557808876
epoch: 52, mdn loss: 0.9633267343044281, prediction loss: 0.44599394500255585
epoch: 53, mdn loss: 0.9633324712514877, prediction loss: 0.44599665850400927
epoch: 54, mdn loss: 0.9633405238389969, prediction loss: 0.4459951728582382
epoch: 55, mdn loss: 0.9633086770772934, prediction loss: 0.44595990926027296
epoch: 56, mdn loss: 0.963258022069931, prediction loss: 0.4459541797637939
epoch: 57, mdn loss: 0.9633221387863159, prediction loss: 0.4459878981113434
epoch: 58, mdn loss: 0.9632567495107651, prediction loss: 0.44593855291604995
epoch: 59, mdn loss: 0.963303679227829, prediction loss: 0.445975250005722
epoch: 60, mdn loss: 0.9632153153419495, prediction loss: 0.44593005180358886
epoch: 61, mdn loss: 0.9631954550743103, prediction loss: 0.4459496170282364
epoch: 62, mdn loss: 0.9631572455167771, prediction loss: 0.4459177553653717
epoch: 63, mdn loss: 0.9631895333528518, prediction loss: 0.44593081921339034
epoch: 64, mdn loss: 0.9631992876529694, prediction loss: 0.44597551226615906
epoch: 65, mdn loss: 0.9631484359502792, prediction loss: 0.4459323436021805
epoch: 66, mdn loss: 0.9630689591169357, prediction loss: 0.44590761363506315
epoch: 67, mdn loss: 0.963098618388176, prediction loss: 0.44591453969478606
epoch: 68, mdn loss: 0.9630410104990006, prediction loss: 0.4458843007683754
epoch: 69, mdn loss: 0.9630347818136216, prediction loss: 0.44586901366710663
epoch: 70, mdn loss: 0.9630156755447388, prediction loss: 0.44590910375118253
epoch: 71, mdn loss: 0.9630086779594421, prediction loss: 0.44588225781917573
epoch: 72, mdn loss: 0.9630109548568726, prediction loss: 0.44588809460401535
epoch: 73, mdn loss: 0.9629798859357834, prediction loss: 0.4458468422293663
epoch: 74, mdn loss: 0.9629838675260544, prediction loss: 0.44582587033510207
epoch: 75, mdn loss: 0.963007315993309, prediction loss: 0.4458765223622322
epoch: 76, mdn loss: 0.9629461735486984, prediction loss: 0.4458696454763412
epoch: 77, mdn loss: 0.9629153579473495, prediction loss: 0.4458361864089966
epoch: 78, mdn loss: 0.9629061311483383, prediction loss: 0.44587019830942154
epoch: 79, mdn loss: 0.9629386961460114, prediction loss: 0.4458626791834831
epoch: 80, mdn loss: 0.9629599153995514, prediction loss: 0.44589063823223113
epoch: 81, mdn loss: 0.9628436207771301, prediction loss: 0.4458194226026535
epoch: 82, mdn loss: 0.9628684639930725, prediction loss: 0.44581905007362366
epoch: 83, mdn loss: 0.9627701193094254, prediction loss: 0.4457971557974815
epoch: 84, mdn loss: 0.9627620607614518, prediction loss: 0.445767904818058
epoch: 85, mdn loss: 0.9628030240535737, prediction loss: 0.445822449028492
epoch: 86, mdn loss: 0.9627575039863586, prediction loss: 0.4457852467894554
epoch: 87, mdn loss: 0.9627632588148117, prediction loss: 0.44585211127996444
epoch: 88, mdn loss: 0.9627039939165115, prediction loss: 0.4457681894302368
epoch: 89, mdn loss: 0.9626928895711899, prediction loss: 0.4457413971424103
epoch: 90, mdn loss: 0.9626227587461471, prediction loss: 0.445755797624588
epoch: 91, mdn loss: 0.9626602679491043, prediction loss: 0.4458073526620865
epoch: 92, mdn loss: 0.9626648426055908, prediction loss: 0.4457734331488609
epoch: 93, mdn loss: 0.9626756757497787, prediction loss: 0.4457779511809349
epoch: 94, mdn loss: 0.9626299470663071, prediction loss: 0.44578301161527634
epoch: 95, mdn loss: 0.9626798570156098, prediction loss: 0.44578603804111483
epoch: 96, mdn loss: 0.9626466572284699, prediction loss: 0.44580128490924836
epoch: 97, mdn loss: 0.9625201255083085, prediction loss: 0.4458165019750595
epoch: 98, mdn loss: 0.9624479204416275, prediction loss: 0.4457084521651268
epoch: 99, mdn loss: 0.9624910116195678, prediction loss: 0.4456855937838554
